File name,Fleet size,Number of jobs,Average job duration,Average energy job costs,Lower bound,Upper bound,GAP (%),Runtime
Ins_V5_J100_T30_R60_B10_W2_S232_N2.txt,5,100,35,2,964,964,0.00,285.40
Ins_V2_J50_T10_R60_B10_W4_S90_N0.txt,2,50,11,5,1107,1107,0.00,3.12
Ins_V5_J100_T30_R60_B10_W1_S236_N6.txt,5,100,39,1,905,905,0.00,74.21
Ins_V2_J150_T10_R60_B10_W4_S9_N9.txt,2,150,12,4,2940,2910,1.02,600.12
Ins_V5_J150_T30_R60_B10_W1_S52_N2.txt,5,150,37,1,1316,1316,0.00,277.77
Ins_V2_J50_T20_R60_B10_W2_S107_N7.txt,2,50,28,2,1032,1032,0.00,9.21
Ins_V2_J150_T10_R60_B10_W4_S4_N4.txt,2,150,13,4,3128,3068,1.92,600.10
Ins_V10_J50_T10_R60_B10_W4_S153_N3.txt,10,50,11,4,150,150,0.00,31.07
Ins_V5_J150_T10_R60_B10_W4_S33_N3.txt,5,150,11,4,1076,956,11.15,600.10
Ins_V10_J150_T20_R60_B10_W1_S70_N0.txt,10,150,26,1,462,425,8.01,600.17
Ins_V5_J150_T10_R60_B10_W4_S30_N0.txt,5,150,12,4,1156,1012,12.46,600.15
Ins_V2_J100_T30_R60_B10_W4_S202_N2.txt,2,100,38,4,3180,3150,0.94,600.07
Ins_V2_J100_T30_R60_B10_W4_S203_N3.txt,2,100,35,4,3118,3118,0.00,128.12
Ins_V10_J100_T30_R60_B10_W4_S260_N0.txt,10,100,39,4,615,589,4.23,600.23
Ins_V10_J50_T30_R60_B10_W2_S174_N4.txt,10,50,40,2,232,232,0.00,353.54
Ins_V2_J150_T10_R60_B10_W1_S5_N5.txt,2,150,12,1,1482,1482,0.00,150.08
Ins_V10_J50_T10_R60_B10_W1_S151_N1.txt,10,50,12,1,63,63,0.00,0.42
Ins_V5_J150_T10_R60_B10_W4_S39_N9.txt,5,150,11,4,1079,923,14.46,600.10
Ins_V10_J50_T30_R60_B10_W1_S171_N1.txt,10,50,36,1,184,184,0.00,0.74
Ins_V10_J50_T10_R60_B10_W2_S153_N3.txt,10,50,11,2,82,82,0.00,7.25
Ins_V10_J150_T20_R60_B10_W1_S76_N6.txt,10,150,25,1,447,447,0.00,592.73
Ins_V10_J100_T30_R60_B10_W1_S264_N4.txt,10,100,38,1,411,411,0.00,218.31
Ins_V10_J150_T20_R60_B10_W4_S75_N5.txt,10,150,25,4,761,693,8.94,600.23
Ins_V5_J50_T30_R60_B10_W2_S148_N8.txt,5,50,37,2,476,476,0.00,29.22
Ins_V2_J100_T20_R60_B10_W4_S199_N9.txt,2,100,26,4,2626,2596,1.14,600.15
Ins_V5_J150_T10_R60_B10_W1_S35_N5.txt,5,150,12,1,568,568,0.00,84.23
Ins_V2_J150_T30_R60_B10_W4_S20_N0.txt,2,150,36,4,4632,4632,0.00,464.17
Ins_V10_J100_T20_R60_B10_W1_S252_N2.txt,10,100,28,1,299,299,0.00,65.70
Ins_V10_J50_T10_R60_B10_W2_S152_N2.txt,10,50,14,2,94,94,0.00,7.64
Ins_V10_J100_T30_R60_B10_W2_S269_N9.txt,10,100,40,2,513,502,2.14,600.12
Ins_V5_J50_T20_R60_B10_W1_S134_N4.txt,5,50,24,1,274,274,0.00,4.53
Ins_V5_J50_T30_R60_B10_W4_S144_N4.txt,5,50,31,4,516,504,2.33,600.11
Ins_V2_J100_T30_R60_B10_W1_S206_N6.txt,2,100,39,1,2355,2355,0.00,65.63
Ins_V2_J100_T10_R60_B10_W1_S182_N2.txt,2,100,11,1,902,902,0.00,18.55
Ins_V10_J50_T20_R60_B10_W1_S168_N8.txt,10,50,26,1,131,131,0.00,0.35
Ins_V10_J100_T10_R60_B10_W1_S247_N7.txt,10,100,11,1,137,137,0.00,44.49
Ins_V2_J100_T10_R60_B10_W1_S181_N1.txt,2,100,11,1,926,926,0.00,13.90
Ins_V10_J50_T20_R60_B10_W1_S164_N4.txt,10,50,27,1,138,138,0.00,0.46
Ins_V10_J50_T20_R60_B10_W4_S161_N1.txt,10,50,25,4,210,210,0.00,163.14
Ins_V5_J50_T20_R60_B10_W2_S135_N5.txt,5,50,22,2,319,319,0.00,10.38
Ins_V2_J100_T30_R60_B10_W2_S209_N9.txt,2,100,36,2,2569,2569,0.00,137.66
Ins_V2_J150_T10_R60_B10_W1_S0_N0.txt,2,150,13,1,1531,1531,0.00,178.17
Ins_V5_J150_T10_R60_B10_W4_S37_N7.txt,5,150,12,4,1140,1101,3.42,600.14
Ins_V10_J100_T30_R60_B10_W1_S263_N3.txt,10,100,41,1,441,441,0.00,160.52
Ins_V10_J50_T20_R60_B10_W2_S166_N6.txt,10,50,28,2,169,167,1.18,602.31
Ins_V5_J100_T30_R60_B10_W1_S230_N0.txt,5,100,39,1,896,896,0.00,68.72
Ins_V5_J150_T10_R60_B10_W2_S36_N6.txt,5,150,12,2,790,598,24.30,600.30
Ins_V2_J150_T10_R60_B10_W4_S1_N1.txt,2,150,12,4,2907,2907,0.00,367.69
Ins_V10_J50_T20_R60_B10_W2_S169_N9.txt,10,50,22,2,133,133,0.00,10.97
Ins_V2_J50_T30_R60_B10_W1_S119_N9.txt,2,50,38,1,1123,1123,0.00,10.24
Ins_V5_J150_T10_R60_B10_W1_S39_N9.txt,5,150,11,1,539,539,0.00,159.93
Ins_V5_J100_T30_R60_B10_W2_S230_N0.txt,5,100,39,2,1064,1064,0.00,479.49
Ins_V5_J150_T20_R60_B10_W2_S40_N0.txt,5,150,23,2,1123,1123,0.00,198.07
Ins_V2_J150_T30_R60_B10_W2_S27_N7.txt,2,150,38,2,4113,4083,0.73,600.12
Ins_V5_J50_T30_R60_B10_W1_S146_N6.txt,5,50,42,1,446,446,0.00,4.74
Ins_V10_J100_T30_R60_B10_W4_S264_N4.txt,10,100,38,4,624,589,5.61,600.13
Ins_V10_J150_T10_R60_B10_W2_S66_N6.txt,10,150,12,2,406,190,53.20,600.10
Ins_V2_J50_T30_R60_B10_W2_S117_N7.txt,2,50,38,2,1267,1267,0.00,14.83
Ins_V5_J100_T30_R60_B10_W4_S232_N2.txt,5,100,35,4,1228,1192,2.93,600.15
Ins_V2_J50_T30_R60_B10_W4_S111_N1.txt,2,50,35,5,1694,1694,0.00,0.47
Ins_V10_J100_T10_R60_B10_W1_S249_N9.txt,10,100,11,1,128,128,0.00,28.24
Ins_V5_J150_T30_R60_B10_W2_S54_N4.txt,5,150,35,2,1497,1497,0.00,323.89
Ins_V2_J100_T10_R60_B10_W4_S180_N0.txt,2,100,11,4,1978,1948,1.52,600.13
Ins_V5_J50_T30_R60_B10_W2_S145_N5.txt,5,50,41,2,523,523,0.00,11.25
Ins_V10_J150_T10_R60_B10_W1_S63_N3.txt,10,150,11,1,221,221,0.00,339.51
Ins_V2_J50_T30_R60_B10_W4_S114_N4.txt,2,50,33,3,1382,1382,0.00,8.04
Ins_V2_J150_T10_R60_B10_W1_S4_N4.txt,2,150,13,1,1508,1508,0.00,179.20
Ins_V10_J50_T30_R60_B10_W2_S175_N5.txt,10,50,41,2,228,227,0.44,601.28
Ins_V10_J100_T20_R60_B10_W1_S250_N0.txt,10,100,24,1,264,264,0.00,187.59
Ins_V2_J150_T20_R60_B10_W4_S12_N2.txt,2,150,23,4,3703,3703,0.00,532.34
Ins_V5_J150_T30_R60_B10_W2_S52_N2.txt,5,150,37,2,1520,1508,0.79,600.13
Ins_V5_J150_T20_R60_B10_W4_S49_N9.txt,5,150,23,4,1480,1443,2.50,600.11
Ins_V5_J150_T20_R60_B10_W1_S46_N6.txt,5,150,25,1,946,903,4.55,600.16
Ins_V5_J50_T10_R60_B10_W1_S121_N1.txt,5,50,11,1,142,142,0.00,3.17
Ins_V5_J100_T10_R60_B10_W2_S212_N2.txt,5,100,12,2,493,493,0.00,86.28
Ins_V2_J50_T30_R60_B10_W4_S119_N9.txt,2,50,38,4,1603,1603,0.00,16.99
Ins_V5_J50_T10_R60_B10_W1_S129_N9.txt,5,50,12,1,151,151,0.00,3.60
Ins_V2_J150_T30_R60_B10_W2_S22_N2.txt,2,150,37,2,3952,3952,0.00,600.10
Ins_V10_J100_T20_R60_B10_W4_S253_N3.txt,10,100,23,4,461,442,4.12,600.11
Ins_V5_J100_T20_R60_B10_W4_S223_N3.txt,5,100,28,4,1066,1050,1.50,600.10
Ins_V10_J50_T20_R60_B10_W4_S165_N5.txt,10,50,22,5,213,213,0.00,43.85
Ins_V10_J50_T20_R60_B10_W2_S161_N1.txt,10,50,25,2,153,153,0.00,69.57
Ins_V2_J100_T30_R60_B10_W4_S204_N4.txt,2,100,36,4,3163,3162,0.03,600.08
Ins_V2_J100_T20_R60_B10_W2_S192_N2.txt,2,100,25,2,1984,1984,0.00,134.21
Ins_V5_J100_T20_R60_B10_W2_S221_N1.txt,5,100,26,2,812,801,1.35,600.59
Ins_V2_J150_T30_R60_B10_W4_S23_N3.txt,2,150,40,4,4887,4857,0.61,600.10
Ins_V5_J150_T10_R60_B10_W1_S33_N3.txt,5,150,11,1,536,536,0.00,186.69
Ins_V5_J150_T20_R60_B10_W2_S42_N2.txt,5,150,24,2,1150,829,27.91,600.12
Ins_V5_J50_T30_R60_B10_W1_S140_N0.txt,5,50,35,1,378,378,0.00,4.83
Ins_V2_J50_T10_R60_B10_W4_S96_N6.txt,2,50,11,4,974,974,0.00,0.73
Ins_V10_J100_T10_R60_B10_W2_S240_N0.txt,10,100,13,2,241,240,0.41,600.63
Ins_V5_J150_T30_R60_B10_W2_S59_N9.txt,5,150,40,2,1671,1656,0.90,600.14
Ins_V5_J50_T30_R60_B10_W4_S143_N3.txt,5,50,38,4,592,592,0.00,294.02
Ins_V2_J150_T30_R60_B10_W4_S24_N4.txt,2,150,40,4,4953,4953,0.00,445.93
Ins_V10_J50_T30_R60_B10_W1_S178_N8.txt,10,50,43,1,216,216,0.00,0.42
Ins_V2_J100_T30_R60_B10_W1_S208_N8.txt,2,100,40,1,2410,2410,0.00,71.39
Ins_V10_J50_T30_R60_B10_W1_S175_N5.txt,10,50,41,1,209,209,0.00,0.93
Ins_V5_J100_T10_R60_B10_W2_S218_N8.txt,5,100,11,2,491,491,0.00,277.08
Ins_V10_J150_T20_R60_B10_W1_S77_N7.txt,10,150,26,1,453,441,2.65,600.18
Ins_V10_J150_T20_R60_B10_W4_S73_N3.txt,10,150,25,3,700,582,16.86,600.34
Ins_V5_J150_T30_R60_B10_W2_S55_N5.txt,5,150,39,2,1620,1307,19.32,600.11
Ins_V10_J50_T10_R60_B10_W1_S156_N6.txt,10,50,11,1,60,60,0.00,0.39
Ins_V2_J150_T20_R60_B10_W2_S18_N8.txt,2,150,26,2,3060,3060,0.00,517.08
Ins_V5_J100_T10_R60_B10_W1_S214_N4.txt,5,100,13,1,353,353,0.00,21.07
Ins_V10_J50_T10_R60_B10_W2_S156_N6.txt,10,50,11,2,91,91,0.00,6.90
Ins_V10_J150_T20_R60_B10_W2_S75_N5.txt,10,150,25,2,562,391,30.43,600.08
Ins_V5_J150_T20_R60_B10_W4_S43_N3.txt,5,150,23,4,1488,1392,6.45,600.10
Ins_V10_J100_T30_R60_B10_W4_S269_N9.txt,10,100,40,4,644,617,4.19,600.17
Ins_V2_J100_T30_R60_B10_W4_S200_N0.txt,2,100,42,4,3635,3605,0.83,600.12
Ins_V5_J150_T30_R60_B10_W2_S51_N1.txt,5,150,38,2,1622,1292,20.35,600.13
Ins_V5_J50_T20_R60_B10_W2_S137_N7.txt,5,50,27,2,356,356,0.00,20.95
Ins_V10_J150_T20_R60_B10_W1_S72_N2.txt,10,150,26,1,451,426,5.54,600.10
Ins_V5_J50_T10_R60_B10_W1_S120_N0.txt,5,50,11,1,142,142,0.00,2.69
Ins_V10_J100_T30_R60_B10_W2_S268_N8.txt,10,100,34,2,446,444,0.45,600.31
Ins_V2_J150_T20_R60_B10_W1_S16_N6.txt,2,150,23,1,2330,2330,0.00,209.42
Ins_V10_J100_T10_R60_B10_W2_S248_N8.txt,10,100,14,2,255,249,2.35,600.58
Ins_V5_J100_T20_R60_B10_W1_S227_N7.txt,5,100,22,1,565,565,0.00,98.02
Ins_V10_J100_T10_R60_B10_W2_S241_N1.txt,10,100,13,2,233,233,0.00,119.81
Ins_V2_J100_T20_R60_B10_W2_S193_N3.txt,2,100,26,2,2093,2093,0.00,79.46
Ins_V2_J50_T20_R60_B10_W4_S108_N8.txt,2,50,25,4,1336,1336,0.00,30.76
Ins_V10_J100_T20_R60_B10_W4_S254_N4.txt,10,100,22,4,456,452,0.88,600.24
Ins_V5_J50_T10_R60_B10_W1_S124_N4.txt,5,50,12,1,148,148,0.00,3.66
Ins_V2_J150_T20_R60_B10_W2_S12_N2.txt,2,150,23,2,2833,2833,0.00,298.63
Ins_V2_J100_T10_R60_B10_W4_S187_N7.txt,2,100,11,4,2094,2061,1.58,600.23
Ins_V2_J150_T30_R60_B10_W2_S23_N3.txt,2,150,40,2,4077,4077,0.00,558.24
Ins_V10_J50_T10_R60_B10_W2_S154_N4.txt,10,50,11,2,88,88,0.00,8.36
Ins_V5_J150_T30_R60_B10_W2_S57_N7.txt,5,150,40,2,1650,1357,17.76,600.09
Ins_V5_J100_T20_R60_B10_W4_S229_N9.txt,5,100,26,4,1063,1015,4.52,600.10
Ins_V10_J100_T20_R60_B10_W2_S254_N4.txt,10,100,22,2,325,323,0.62,600.44
Ins_V5_J50_T20_R60_B10_W4_S138_N8.txt,5,50,24,5,519,519,0.00,11.87
Ins_V2_J50_T20_R60_B10_W1_S108_N8.txt,2,50,25,1,796,796,0.00,4.33
Ins_V2_J50_T20_R60_B10_W4_S101_N1.txt,2,50,23,4,1317,1317,0.00,0.36
Ins_V5_J100_T30_R60_B10_W1_S237_N7.txt,5,100,41,1,951,951,0.00,92.52
Ins_V5_J50_T20_R60_B10_W2_S133_N3.txt,5,50,26,2,372,372,0.00,9.98
Ins_V5_J100_T10_R60_B10_W4_S214_N4.txt,5,100,13,4,809,785,2.97,600.21
Ins_V2_J100_T10_R60_B10_W2_S182_N2.txt,2,100,11,2,1322,1322,0.00,51.88
Ins_V10_J100_T10_R60_B10_W1_S242_N2.txt,10,100,12,1,149,149,0.00,37.67
Ins_V5_J150_T20_R60_B10_W4_S42_N2.txt,5,150,24,4,1487,1431,3.77,600.10
Ins_V5_J50_T10_R60_B10_W4_S128_N8.txt,5,50,14,4,345,345,0.00,122.90
Ins_V2_J100_T10_R60_B10_W1_S188_N8.txt,2,100,13,1,1012,1012,0.00,26.72
Ins_V2_J100_T10_R60_B10_W1_S180_N0.txt,2,100,11,1,958,958,0.00,26.97
Ins_V2_J50_T10_R60_B10_W1_S97_N7.txt,2,50,10,1,393,393,0.00,1.76
Ins_V10_J150_T10_R60_B10_W4_S66_N6.txt,10,150,12,4,540,527,2.41,600.20
Ins_V10_J100_T10_R60_B10_W4_S247_N7.txt,10,100,11,4,341,331,2.93,600.17
Ins_V2_J50_T30_R60_B10_W1_S118_N8.txt,2,50,41,1,1178,1178,0.00,15.30
Ins_V2_J50_T30_R60_B10_W4_S118_N8.txt,2,50,41,4,1718,1718,0.00,34.73
Ins_V10_J150_T20_R60_B10_W2_S77_N7.txt,10,150,26,2,575,397,30.96,600.13
Ins_V10_J100_T30_R60_B10_W2_S267_N7.txt,10,100,39,2,501,496,1.00,600.26
Ins_V2_J150_T20_R60_B10_W1_S12_N2.txt,2,150,23,1,2353,2353,0.00,169.14
Ins_V5_J50_T30_R60_B10_W1_S142_N2.txt,5,50,33,1,361,361,0.00,5.38
Ins_V5_J50_T10_R60_B10_W1_S126_N6.txt,5,50,13,1,156,156,0.00,4.26
Ins_V10_J100_T30_R60_B10_W1_S260_N0.txt,10,100,39,1,421,421,0.00,367.20
Ins_V10_J150_T10_R60_B10_W1_S61_N1.txt,10,150,12,1,241,241,0.00,248.75
Ins_V2_J50_T30_R60_B10_W2_S114_N4.txt,2,50,33,3,1262,1262,0.00,11.76
Ins_V5_J50_T20_R60_B10_W2_S139_N9.txt,5,50,23,2,342,342,0.00,11.61
Ins_V2_J50_T20_R60_B10_W2_S106_N6.txt,2,50,27,2,1006,1006,0.00,10.23
Ins_V2_J50_T30_R60_B10_W4_S115_N5.txt,2,50,44,4,1865,1865,0.00,85.16
Ins_V2_J50_T20_R60_B10_W4_S107_N7.txt,2,50,28,4,1422,1422,0.00,18.06
Ins_V2_J150_T10_R60_B10_W1_S7_N7.txt,2,150,11,1,1384,1384,0.00,104.37
Ins_V5_J100_T10_R60_B10_W4_S216_N6.txt,5,100,11,4,703,703,0.00,600.10
Ins_V5_J150_T10_R60_B10_W4_S36_N6.txt,5,150,12,4,1174,1126,4.09,600.10
Ins_V10_J50_T30_R60_B10_W1_S170_N0.txt,10,50,34,1,172,172,0.00,0.55
Ins_V5_J50_T20_R60_B10_W1_S135_N5.txt,5,50,22,1,247,247,0.00,4.88
Ins_V10_J150_T20_R60_B10_W2_S74_N4.txt,10,150,29,2,633,466,26.38,600.07
Ins_V5_J50_T20_R60_B10_W4_S133_N3.txt,5,50,26,4,468,468,0.00,19.46
Ins_V10_J150_T20_R60_B10_W4_S77_N7.txt,10,150,26,4,762,705,7.48,600.27
Ins_V5_J150_T10_R60_B10_W4_S38_N8.txt,5,150,12,4,1148,1063,7.40,600.12
Ins_V2_J150_T20_R60_B10_W2_S17_N7.txt,2,150,23,2,2944,2944,0.00,513.70
Ins_V2_J50_T20_R60_B10_W4_S109_N9.txt,2,50,27,4,1387,1387,0.00,68.85
Ins_V2_J50_T20_R60_B10_W4_S104_N4.txt,2,50,26,4,1372,1372,0.00,23.15
Ins_V2_J150_T10_R60_B10_W4_S3_N3.txt,2,150,12,4,2997,2967,1.00,600.09
Ins_V10_J150_T10_R60_B10_W2_S61_N1.txt,10,150,12,2,381,300,21.26,600.13
Ins_V10_J150_T30_R60_B10_W1_S88_N8.txt,10,150,37,1,626,596,4.79,600.11
Ins_V2_J100_T10_R60_B10_W1_S189_N9.txt,2,100,13,1,1036,1036,0.00,26.10
Ins_V5_J50_T10_R60_B10_W2_S126_N6.txt,5,50,13,2,216,216,0.00,5.50
Ins_V5_J150_T30_R60_B10_W2_S53_N3.txt,5,150,37,2,1548,1536,0.78,600.14
Ins_V2_J50_T20_R60_B10_W2_S105_N5.txt,2,50,26,2,1023,1023,0.00,6.79
Ins_V5_J100_T20_R60_B10_W4_S226_N6.txt,5,100,24,4,997,990,0.70,600.09
Ins_V2_J100_T10_R60_B10_W4_S188_N8.txt,2,100,13,4,2092,2062,1.43,600.15
Ins_V10_J50_T10_R60_B10_W4_S158_N8.txt,10,50,12,4,130,128,1.54,601.17
Ins_V2_J100_T10_R60_B10_W2_S189_N9.txt,2,100,13,2,1396,1396,0.00,45.61
Ins_V10_J150_T10_R60_B10_W2_S69_N9.txt,10,150,12,2,371,208,43.94,600.15
Ins_V5_J150_T10_R60_B10_W1_S34_N4.txt,5,150,12,1,574,574,0.00,463.65
Ins_V5_J100_T20_R60_B10_W1_S225_N5.txt,5,100,25,1,648,648,0.00,70.65
Ins_V10_J100_T10_R60_B10_W1_S240_N0.txt,10,100,13,1,162,162,0.00,41.15
Ins_V5_J150_T20_R60_B10_W1_S47_N7.txt,5,150,25,1,960,874,8.96,600.07
Ins_V2_J150_T30_R60_B10_W4_S27_N7.txt,2,150,38,4,4893,4863,0.61,600.18
Ins_V10_J50_T10_R60_B10_W1_S155_N5.txt,10,50,13,1,69,69,0.00,0.36
Ins_V5_J100_T10_R60_B10_W4_S210_N0.txt,5,100,13,4,782,722,7.67,600.07
Ins_V5_J100_T10_R60_B10_W1_S210_N0.txt,5,100,13,1,362,362,0.00,47.14
Ins_V2_J150_T10_R60_B10_W2_S0_N0.txt,2,150,13,2,2131,2131,0.00,251.96
Ins_V2_J150_T30_R60_B10_W4_S29_N9.txt,2,150,39,4,5062,5015,0.93,600.62
Ins_V2_J100_T30_R60_B10_W2_S200_N0.txt,2,100,42,2,2885,2885,0.00,267.84
Ins_V2_J50_T20_R60_B10_W4_S100_N0.txt,2,50,26,4,1331,1331,0.00,14.74
Ins_V2_J100_T20_R60_B10_W1_S195_N5.txt,2,100,25,1,1580,1580,0.00,74.92
Ins_V2_J100_T10_R60_B10_W4_S181_N1.txt,2,100,11,4,2036,2036,0.00,58.21
Ins_V10_J150_T20_R60_B10_W4_S74_N4.txt,10,150,29,4,835,797,4.55,600.18
Ins_V10_J50_T20_R60_B10_W4_S164_N4.txt,10,50,27,5,247,246,0.40,600.18
Ins_V2_J50_T10_R60_B10_W1_S94_N4.txt,2,50,13,1,489,489,0.00,3.15
Ins_V5_J150_T10_R60_B10_W2_S35_N5.txt,5,150,12,2,798,782,2.01,600.14
Ins_V10_J50_T30_R60_B10_W1_S174_N4.txt,10,50,40,1,202,202,0.00,0.48
Ins_V2_J100_T30_R60_B10_W1_S205_N5.txt,2,100,37,1,2280,2280,0.00,112.60
Ins_V2_J50_T30_R60_B10_W2_S111_N1.txt,2,50,35,2,1213,1213,0.00,11.79
Ins_V10_J150_T10_R60_B10_W2_S68_N8.txt,10,150,12,2,363,202,44.35,600.08
Ins_V10_J150_T20_R60_B10_W2_S79_N9.txt,10,150,24,2,575,372,35.30,600.08
Ins_V5_J50_T10_R60_B10_W2_S129_N9.txt,5,50,12,2,235,235,0.00,5.90
Ins_V2_J50_T10_R60_B10_W4_S94_N4.txt,2,50,13,3,849,849,0.00,4.76
Ins_V5_J150_T20_R60_B10_W4_S48_N8.txt,5,150,26,4,1633,1596,2.27,600.14
Ins_V2_J100_T20_R60_B10_W2_S195_N5.txt,2,100,25,2,2030,2030,0.00,111.09
Ins_V10_J100_T20_R60_B10_W4_S258_N8.txt,10,100,25,4,492,436,11.38,600.12
Ins_V2_J150_T10_R60_B10_W1_S2_N2.txt,2,150,12,1,1505,1505,0.00,165.82
Ins_V10_J100_T20_R60_B10_W4_S256_N6.txt,10,100,24,4,486,459,5.56,600.13
Ins_V2_J100_T10_R60_B10_W4_S184_N4.txt,2,100,12,4,1826,1796,1.64,600.27
Ins_V2_J50_T30_R60_B10_W2_S115_N5.txt,2,50,44,2,1475,1475,0.00,8.39
Ins_V10_J100_T10_R60_B10_W2_S247_N7.txt,10,100,11,2,221,215,2.71,600.63
Ins_V10_J50_T10_R60_B10_W1_S150_N0.txt,10,50,10,1,52,52,0.00,0.37
Ins_V5_J100_T10_R60_B10_W1_S213_N3.txt,5,100,11,1,326,326,0.00,25.45
Ins_V5_J150_T30_R60_B10_W4_S53_N3.txt,5,150,37,4,1883,1704,9.51,600.19
Ins_V5_J150_T30_R60_B10_W4_S55_N5.txt,5,150,39,4,1979,1949,1.52,600.13
Ins_V10_J100_T30_R60_B10_W2_S263_N3.txt,10,100,41,3,552,543,1.63,600.15
Ins_V2_J50_T20_R60_B10_W1_S102_N2.txt,2,50,26,1,802,802,0.00,5.24
Ins_V2_J150_T20_R60_B10_W2_S14_N4.txt,2,150,24,2,2851,2851,0.00,600.26
Ins_V5_J50_T30_R60_B10_W1_S141_N1.txt,5,50,35,1,378,378,0.00,4.76
Ins_V2_J150_T20_R60_B10_W2_S15_N5.txt,2,150,25,2,3020,3020,0.00,474.61
Ins_V5_J150_T30_R60_B10_W1_S57_N7.txt,5,150,40,1,1419,1419,0.00,478.77
Ins_V10_J100_T20_R60_B10_W1_S257_N7.txt,10,100,27,1,310,310,0.00,227.62
Ins_V10_J150_T30_R60_B10_W2_S87_N7.txt,10,150,35,2,732,542,25.96,600.08
Ins_V2_J150_T30_R60_B10_W1_S20_N0.txt,2,150,36,1,3282,3282,0.00,515.36
Ins_V2_J50_T20_R60_B10_W2_S109_N9.txt,2,50,27,2,997,997,0.00,8.14
Ins_V5_J150_T20_R60_B10_W2_S46_N6.txt,5,150,25,2,1209,859,28.95,600.11
Ins_V5_J150_T10_R60_B10_W2_S33_N3.txt,5,150,11,2,764,635,16.88,600.09
Ins_V10_J100_T30_R60_B10_W2_S264_N4.txt,10,100,38,2,506,471,6.92,600.10
Ins_V10_J50_T10_R60_B10_W4_S151_N1.txt,10,50,12,4,152,151,0.66,600.24
Ins_V10_J50_T30_R60_B10_W4_S174_N4.txt,10,50,40,4,283,280,1.06,600.12
Ins_V2_J100_T30_R60_B10_W1_S201_N1.txt,2,100,38,1,2297,2297,0.00,72.89
Ins_V5_J50_T10_R60_B10_W4_S123_N3.txt,5,50,10,4,323,323,0.00,56.46
Ins_V5_J150_T20_R60_B10_W2_S44_N4.txt,5,150,24,2,1161,851,26.70,600.21
Ins_V2_J150_T30_R60_B10_W2_S24_N4.txt,2,150,40,2,4143,3303,20.28,600.06
Ins_V5_J150_T10_R60_B10_W2_S38_N8.txt,5,150,12,2,823,718,12.76,600.10
Ins_V2_J150_T20_R60_B10_W1_S11_N1.txt,2,150,26,1,2508,2508,0.00,312.16
Ins_V5_J100_T10_R60_B10_W2_S217_N7.txt,5,100,12,2,507,507,0.00,132.31
Ins_V10_J150_T10_R60_B10_W2_S67_N7.txt,10,150,13,2,400,209,47.75,600.08
Ins_V2_J100_T10_R60_B10_W2_S184_N4.txt,2,100,12,2,1346,1346,0.00,72.55
Ins_V10_J50_T30_R60_B10_W4_S172_N2.txt,10,50,36,4,273,272,0.37,600.16
Ins_V2_J50_T10_R60_B10_W4_S92_N2.txt,2,50,12,4,1045,1045,0.00,1.72
Ins_V10_J150_T10_R60_B10_W4_S69_N9.txt,10,150,12,4,523,448,14.34,600.26
Ins_V2_J150_T20_R60_B10_W2_S10_N0.txt,2,150,24,2,3051,3021,0.98,600.15
Ins_V5_J50_T20_R60_B10_W4_S137_N7.txt,5,50,27,4,477,476,0.21,600.20
Ins_V2_J100_T10_R60_B10_W4_S183_N3.txt,2,100,12,4,1836,1836,0.00,54.78
Ins_V2_J50_T20_R60_B10_W4_S105_N5.txt,2,50,26,4,1383,1383,0.00,127.03
Ins_V5_J100_T10_R60_B10_W1_S218_N8.txt,5,100,11,1,371,371,0.00,27.01
Ins_V5_J150_T30_R60_B10_W1_S54_N4.txt,5,150,35,1,1281,1281,0.00,334.73
Ins_V5_J150_T10_R60_B10_W1_S36_N6.txt,5,150,12,1,550,550,0.00,150.24
Ins_V10_J150_T20_R60_B10_W4_S71_N1.txt,10,150,23,4,720,692,3.89,600.21
Ins_V2_J100_T20_R60_B10_W2_S199_N9.txt,2,100,26,2,2146,2146,0.00,271.11
Ins_V10_J50_T30_R60_B10_W4_S179_N9.txt,10,50,39,4,270,268,0.74,600.14
Ins_V2_J50_T30_R60_B10_W1_S112_N2.txt,2,50,36,1,1059,1059,0.00,13.60
Ins_V5_J100_T10_R60_B10_W4_S213_N3.txt,5,100,11,4,722,674,6.65,600.14
Ins_V2_J100_T20_R60_B10_W1_S194_N4.txt,2,100,22,1,1539,1539,0.00,56.03
Ins_V10_J100_T20_R60_B10_W2_S250_N0.txt,10,100,24,2,344,336,2.33,600.09
Ins_V2_J150_T30_R60_B10_W1_S22_N2.txt,2,150,37,1,3352,3352,0.00,226.93
Ins_V2_J50_T20_R60_B10_W2_S108_N8.txt,2,50,25,2,946,946,0.00,8.13
Ins_V5_J50_T30_R60_B10_W1_S144_N4.txt,5,50,31,1,336,336,0.00,4.42
Ins_V2_J50_T10_R60_B10_W1_S96_N6.txt,2,50,11,1,434,434,0.00,1.28
Ins_V2_J50_T10_R60_B10_W2_S98_N8.txt,2,50,12,2,645,645,0.00,4.15
Ins_V5_J100_T20_R60_B10_W2_S220_N0.txt,5,100,23,2,737,736,0.14,600.51
Ins_V10_J100_T10_R60_B10_W2_S246_N6.txt,10,100,11,2,219,219,0.00,501.33
Ins_V2_J150_T10_R60_B10_W4_S8_N8.txt,2,150,12,4,2785,2755,1.08,600.13
Ins_V5_J100_T10_R60_B10_W4_S211_N1.txt,5,100,12,4,770,770,0.00,516.83
