File name,Fleet size,Number of jobs,Average job duration,Average energy job costs,Lower bound,Upper bound,GAP (%),Runtime
Ins_V5_J100_T10_R60_B10_W2_S219_N9.txt,5,100,12,2,520,520,0.00,16.12
Ins_V5_J150_T30_R60_B10_W4_S54_N4.txt,5,150,35,4,1881,1881,0.00,7.12
Ins_V2_J200_T30_R60_B10_W4_S292_N2.txt,2,200,36,4,6406,6406,0.00,240.13
Ins_V2_J200_T20_R60_B10_W2_S280_N0.txt,2,200,25,2,4061,4061,0.00,2.29
Ins_V10_J200_T20_R60_B10_W1_S340_N0.txt,10,200,23,1,572,573,0.17,2.18
Ins_V2_J200_T20_R60_B10_W1_S280_N0.txt,2,200,25,1,3341,3341,0.00,0.78
Ins_V10_J150_T30_R60_B10_W4_S89_N9.txt,10,150,39,4,931,931,0.00,241.28
Ins_V5_J150_T30_R60_B10_W1_S59_N9.txt,5,150,40,1,1404,1404,0.00,0.55
Ins_V10_J100_T20_R60_B10_W4_S250_N0.txt,10,100,24,4,492,492,0.00,241.44
Ins_V5_J200_T30_R60_B10_W4_S325_N5.txt,5,200,38,4,2693,2693,0.00,240.26
Ins_V10_J200_T10_R60_B10_W4_S330_N0.txt,10,200,12,4,762,762,0.00,241.05
Ins_V2_J150_T10_R60_B10_W2_S4_N4.txt,2,150,13,2,2108,2108,0.00,1.11
Ins_V2_J200_T10_R60_B10_W2_S270_N0.txt,2,200,11,2,2849,2849,0.00,1.81
Ins_V10_J150_T20_R60_B10_W4_S70_N0.txt,10,150,26,4,794,794,0.00,241.13
Ins_V2_J100_T30_R60_B10_W2_S202_N2.txt,2,100,38,2,2700,2700,0.00,0.11
Ins_V10_J200_T30_R60_B10_W2_S354_N4.txt,10,200,37,2,993,993,0.00,5.36
Ins_V5_J100_T10_R60_B10_W2_S210_N0.txt,5,100,13,2,518,518,0.00,0.15
Ins_V2_J100_T30_R60_B10_W4_S201_N1.txt,2,100,38,4,3077,3077,0.00,5.03
Ins_V2_J200_T20_R60_B10_W4_S283_N3.txt,2,200,23,4,5247,5247,0.00,240.18
Ins_V2_J50_T10_R60_B10_W4_S95_N5.txt,2,50,12,4,1021,1021,0.00,0.09
Ins_V5_J100_T30_R60_B10_W4_S239_N9.txt,5,100,37,4,1305,1305,0.00,240.47
Ins_V10_J200_T30_R60_B10_W4_S354_N4.txt,10,200,37,4,1263,1263,0.00,240.86
Ins_V10_J100_T30_R60_B10_W1_S266_N6.txt,10,100,37,1,395,401,1.52,0.19
Ins_V5_J150_T30_R60_B10_W4_S59_N9.txt,5,150,40,4,2028,2028,0.00,151.54
Ins_V5_J150_T10_R60_B10_W4_S35_N5.txt,5,150,12,4,1180,1180,0.00,240.43
Ins_V5_J50_T30_R60_B10_W2_S141_N1.txt,5,50,35,2,462,464,0.43,0.06
Ins_V2_J100_T30_R60_B10_W4_S209_N9.txt,2,100,36,4,3319,3319,0.00,240.48
Ins_V5_J100_T20_R60_B10_W1_S222_N2.txt,5,100,27,1,676,676,0.00,0.15
Ins_V5_J50_T20_R60_B10_W1_S130_N0.txt,5,50,20,1,245,245,0.00,0.04
Ins_V10_J100_T10_R60_B10_W2_S243_N3.txt,10,100,11,2,219,220,0.46,243.33
Ins_V5_J100_T30_R60_B10_W1_S232_N2.txt,5,100,35,1,808,808,0.00,0.18
Ins_V10_J50_T20_R60_B10_W1_S169_N9.txt,10,50,22,1,115,115,0.00,0.05
Ins_V2_J150_T30_R60_B10_W1_S28_N8.txt,2,150,36,1,3291,3291,0.00,0.41
Ins_V5_J100_T20_R60_B10_W4_S228_N8.txt,5,100,25,4,1056,1056,0.00,240.64
Ins_V10_J50_T10_R60_B10_W1_S154_N4.txt,10,50,11,1,59,59,0.00,0.04
Ins_V10_J100_T30_R60_B10_W1_S268_N8.txt,10,100,34,1,372,372,0.00,0.20
Ins_V10_J50_T20_R60_B10_W1_S167_N7.txt,10,50,25,1,127,127,0.00,0.04
Ins_V10_J200_T20_R60_B10_W2_S341_N1.txt,10,200,25,2,750,750,0.00,2.82
Ins_V10_J150_T30_R60_B10_W4_S85_N5.txt,10,150,36,4,889,889,0.00,136.10
Ins_V10_J50_T30_R60_B10_W2_S172_N2.txt,10,50,36,2,194,218,12.37,0.03
Ins_V10_J150_T20_R60_B10_W2_S72_N2.txt,10,150,26,2,565,565,0.00,3.52
Ins_V5_J200_T10_R60_B10_W2_S308_N8.txt,5,200,11,2,1035,1035,0.00,0.76
Ins_V5_J50_T10_R60_B10_W2_S121_N1.txt,5,50,11,2,214,219,2.34,0.07
Ins_V5_J150_T30_R60_B10_W4_S52_N2.txt,5,150,37,4,1904,1904,0.00,94.08
Ins_V5_J200_T10_R60_B10_W4_S302_N2.txt,5,200,12,4,1612,1612,0.00,240.31
Ins_V5_J150_T20_R60_B10_W4_S46_N6.txt,5,150,25,4,1497,1497,0.00,6.20
Ins_V5_J200_T20_R60_B10_W2_S311_N1.txt,5,200,26,2,1605,1605,0.00,0.66
Ins_V5_J150_T30_R60_B10_W4_S50_N0.txt,5,150,35,4,1889,1889,0.00,134.35
Ins_V5_J100_T10_R60_B10_W2_S215_N5.txt,5,100,13,2,517,517,0.00,0.19
Ins_V2_J200_T20_R60_B10_W1_S288_N8.txt,2,200,25,1,3269,3269,0.00,0.58
Ins_V2_J150_T30_R60_B10_W2_S20_N0.txt,2,150,36,2,3882,3882,0.00,0.40
Ins_V5_J200_T10_R60_B10_W1_S307_N7.txt,5,200,12,1,736,736,0.00,0.62
Ins_V2_J100_T30_R60_B10_W2_S203_N3.txt,2,100,35,2,2548,2548,0.00,0.16
Ins_V5_J50_T30_R60_B10_W2_S140_N0.txt,5,50,35,2,462,463,0.22,0.06
Ins_V5_J100_T30_R60_B10_W2_S236_N6.txt,5,100,39,2,1037,1037,0.00,0.19
Ins_V10_J150_T30_R60_B10_W4_S82_N2.txt,10,150,37,4,948,948,0.00,14.35
Ins_V5_J100_T20_R60_B10_W1_S226_N6.txt,5,100,24,1,600,600,0.00,0.16
Ins_V2_J200_T20_R60_B10_W2_S286_N6.txt,2,200,25,2,4017,4017,0.00,0.78
Ins_V10_J50_T30_R60_B10_W4_S170_N0.txt,10,50,34,4,250,253,1.20,0.17
Ins_V2_J50_T20_R60_B10_W2_S100_N0.txt,2,50,26,2,1061,1061,0.00,0.07
Ins_V10_J150_T30_R60_B10_W2_S89_N9.txt,10,150,39,2,763,763,0.00,6.45
Ins_V10_J100_T10_R60_B10_W4_S240_N0.txt,10,100,13,4,348,349,0.29,246.56
Ins_V5_J200_T30_R60_B10_W2_S325_N5.txt,5,200,38,2,2117,2117,0.00,0.68
Ins_V10_J200_T20_R60_B10_W1_S344_N4.txt,10,200,24,1,595,595,0.00,0.88
Ins_V10_J150_T10_R60_B10_W2_S62_N2.txt,10,150,12,2,372,372,0.00,0.75
Ins_V5_J100_T20_R60_B10_W2_S227_N7.txt,5,100,22,2,721,721,0.00,0.25
Ins_V5_J50_T10_R60_B10_W4_S129_N9.txt,5,50,12,4,391,391,0.00,0.89
Ins_V5_J200_T10_R60_B10_W1_S306_N6.txt,5,200,12,1,767,767,0.00,0.78
Ins_V10_J150_T10_R60_B10_W1_S68_N8.txt,10,150,12,1,259,259,0.00,0.37
Ins_V10_J200_T20_R60_B10_W2_S342_N2.txt,10,200,25,2,757,757,0.00,4.89
Ins_V10_J50_T10_R60_B10_W1_S152_N2.txt,10,50,14,1,71,71,0.00,0.05
Ins_V2_J150_T30_R60_B10_W4_S25_N5.txt,2,150,38,4,4925,4925,0.00,240.29
Ins_V5_J100_T30_R60_B10_W4_S230_N0.txt,5,100,39,4,1292,1292,0.00,1.13
Ins_V2_J50_T30_R60_B10_W4_S116_N6.txt,2,50,35,4,1615,1615,0.00,0.16
Ins_V5_J100_T30_R60_B10_W2_S235_N5.txt,5,100,34,2,928,928,0.00,7.30
Ins_V2_J150_T10_R60_B10_W1_S6_N6.txt,2,150,13,1,1517,1517,0.00,0.36
Ins_V5_J200_T10_R60_B10_W4_S306_N6.txt,5,200,12,4,1583,1583,0.00,240.25
Ins_V10_J150_T30_R60_B10_W1_S85_N5.txt,10,150,36,1,613,613,0.00,0.49
Ins_V10_J100_T30_R60_B10_W1_S267_N7.txt,10,100,39,1,407,413,1.47,0.18
Ins_V10_J100_T10_R60_B10_W1_S246_N6.txt,10,100,11,1,141,143,1.42,0.22
Ins_V2_J100_T30_R60_B10_W2_S208_N8.txt,2,100,40,2,2710,2710,0.00,0.12
Ins_V2_J100_T30_R60_B10_W2_S201_N1.txt,2,100,38,2,2597,2597,0.00,0.22
Ins_V5_J200_T10_R60_B10_W4_S309_N9.txt,5,200,13,4,1589,1589,0.00,240.34
Ins_V5_J100_T30_R60_B10_W2_S232_N2.txt,5,100,35,2,964,964,0.00,0.22
Ins_V2_J50_T10_R60_B10_W4_S90_N0.txt,2,50,11,5,1107,1107,0.00,0.28
Ins_V10_J200_T20_R60_B10_W1_S345_N5.txt,10,200,24,1,583,583,0.00,1.86
Ins_V2_J200_T30_R60_B10_W1_S292_N2.txt,2,200,36,1,4396,4396,0.00,0.54
Ins_V5_J100_T30_R60_B10_W1_S236_N6.txt,5,100,39,1,905,905,0.00,0.15
Ins_V2_J150_T10_R60_B10_W4_S9_N9.txt,2,150,12,4,2940,2940,0.00,240.06
Ins_V5_J150_T30_R60_B10_W1_S52_N2.txt,5,150,37,1,1316,1316,0.00,0.61
Ins_V2_J50_T20_R60_B10_W2_S107_N7.txt,2,50,28,2,1032,1032,0.00,0.03
Ins_V5_J200_T10_R60_B10_W2_S305_N5.txt,5,200,12,2,1051,1051,0.00,1.27
Ins_V2_J150_T10_R60_B10_W4_S4_N4.txt,2,150,13,4,3128,3128,0.00,240.60
Ins_V2_J200_T20_R60_B10_W2_S282_N2.txt,2,200,25,2,4148,4148,0.00,1.03
Ins_V10_J50_T10_R60_B10_W4_S153_N3.txt,10,50,11,4,146,168,15.07,0.60
Ins_V5_J150_T10_R60_B10_W4_S33_N3.txt,5,150,11,4,1064,1064,0.00,240.11
Ins_V10_J150_T20_R60_B10_W1_S70_N0.txt,10,150,26,1,458,459,0.22,0.40
Ins_V5_J150_T10_R60_B10_W4_S30_N0.txt,5,150,12,4,1144,1144,0.00,240.44
Ins_V2_J100_T30_R60_B10_W4_S202_N2.txt,2,100,38,4,3180,3180,0.00,231.70
Ins_V2_J100_T30_R60_B10_W4_S203_N3.txt,2,100,35,4,3118,3118,0.00,1.33
Ins_V10_J100_T30_R60_B10_W4_S260_N0.txt,10,100,39,4,601,601,0.00,20.78
Ins_V10_J50_T30_R60_B10_W2_S174_N4.txt,10,50,40,2,232,235,1.29,0.07
Ins_V2_J150_T10_R60_B10_W1_S5_N5.txt,2,150,12,1,1482,1482,0.00,0.27
Ins_V10_J50_T10_R60_B10_W1_S151_N1.txt,10,50,12,1,63,63,0.00,0.05
Ins_V5_J150_T10_R60_B10_W4_S39_N9.txt,5,150,11,4,1067,1067,0.00,240.41
Ins_V5_J200_T10_R60_B10_W4_S304_N4.txt,5,200,12,4,1489,1489,0.00,240.29
Ins_V10_J200_T30_R60_B10_W1_S354_N4.txt,10,200,37,1,855,861,0.70,5.55
Ins_V10_J50_T30_R60_B10_W1_S171_N1.txt,10,50,36,1,184,184,0.00,0.08
Ins_V10_J50_T10_R60_B10_W2_S153_N3.txt,10,50,11,2,74,89,20.27,0.06
Ins_V10_J150_T20_R60_B10_W1_S76_N6.txt,10,150,25,1,447,448,0.22,0.45
Ins_V10_J100_T30_R60_B10_W1_S264_N4.txt,10,100,38,1,411,412,0.24,0.19
Ins_V2_J200_T10_R60_B10_W1_S271_N1.txt,2,200,12,1,1939,1939,0.00,0.50
Ins_V10_J150_T20_R60_B10_W4_S75_N5.txt,10,150,25,4,741,741,0.00,240.92
Ins_V5_J50_T30_R60_B10_W2_S148_N8.txt,5,50,37,2,476,477,0.21,0.06
Ins_V2_J100_T20_R60_B10_W4_S199_N9.txt,2,100,26,4,2626,2626,0.00,31.48
Ins_V5_J150_T10_R60_B10_W1_S35_N5.txt,5,150,12,1,568,568,0.00,0.35
Ins_V2_J150_T30_R60_B10_W4_S20_N0.txt,2,150,36,4,4632,4632,0.00,2.31
Ins_V10_J100_T20_R60_B10_W1_S252_N2.txt,10,100,28,1,299,299,0.00,0.19
Ins_V10_J50_T10_R60_B10_W2_S152_N2.txt,10,50,14,2,83,109,31.33,0.04
Ins_V5_J200_T20_R60_B10_W4_S311_N1.txt,5,200,26,4,2121,2121,0.00,240.27
Ins_V2_J200_T20_R60_B10_W2_S287_N7.txt,2,200,24,2,4011,4011,0.00,0.84
Ins_V5_J200_T30_R60_B10_W4_S324_N4.txt,5,200,35,4,2436,2436,0.00,240.34
Ins_V10_J200_T20_R60_B10_W4_S349_N9.txt,10,200,25,4,1012,1012,0.00,9.88
Ins_V10_J200_T30_R60_B10_W1_S358_N8.txt,10,200,37,1,837,837,0.00,1.44
Ins_V10_J100_T30_R60_B10_W2_S269_N9.txt,10,100,40,2,507,508,0.20,1.11
Ins_V5_J50_T20_R60_B10_W1_S134_N4.txt,5,50,24,1,274,275,0.36,0.04
Ins_V5_J50_T30_R60_B10_W4_S144_N4.txt,5,50,31,4,516,516,0.00,240.43
Ins_V2_J100_T30_R60_B10_W1_S206_N6.txt,2,100,39,1,2355,2355,0.00,0.13
Ins_V2_J100_T10_R60_B10_W1_S182_N2.txt,2,100,11,1,902,902,0.00,0.13
Ins_V10_J200_T30_R60_B10_W4_S357_N7.txt,10,200,36,4,1230,1230,0.00,241.61
Ins_V10_J50_T20_R60_B10_W1_S168_N8.txt,10,50,26,1,131,131,0.00,0.04
Ins_V10_J100_T10_R60_B10_W1_S247_N7.txt,10,100,11,1,137,137,0.00,0.18
Ins_V2_J100_T10_R60_B10_W1_S181_N1.txt,2,100,11,1,926,926,0.00,0.12
Ins_V10_J50_T20_R60_B10_W1_S164_N4.txt,10,50,27,1,138,138,0.00,0.07
Ins_V10_J50_T20_R60_B10_W4_S161_N1.txt,10,50,25,4,210,221,5.24,0.85
Ins_V5_J50_T20_R60_B10_W2_S135_N5.txt,5,50,22,2,319,320,0.31,0.05
Ins_V10_J200_T10_R60_B10_W2_S332_N2.txt,10,200,12,2,499,499,0.00,1.40
Ins_V2_J100_T30_R60_B10_W2_S209_N9.txt,2,100,36,2,2569,2569,0.00,0.14
Ins_V2_J150_T10_R60_B10_W1_S0_N0.txt,2,150,13,1,1531,1531,0.00,0.27
Ins_V5_J200_T10_R60_B10_W1_S308_N8.txt,5,200,11,1,747,747,0.00,0.68
Ins_V5_J150_T10_R60_B10_W4_S37_N7.txt,5,150,12,4,1125,1125,0.00,66.83
Ins_V10_J100_T30_R60_B10_W1_S263_N3.txt,10,100,41,1,441,441,0.00,0.24
Ins_V10_J50_T20_R60_B10_W2_S166_N6.txt,10,50,28,2,167,187,11.98,0.05
Ins_V5_J100_T30_R60_B10_W1_S230_N0.txt,5,100,39,1,896,896,0.00,0.16
Ins_V5_J150_T10_R60_B10_W2_S36_N6.txt,5,150,12,2,778,778,0.00,0.39
Ins_V2_J150_T10_R60_B10_W4_S1_N1.txt,2,150,12,4,2937,2937,0.00,240.06
Ins_V10_J50_T20_R60_B10_W2_S169_N9.txt,10,50,22,2,133,145,9.02,0.04
Ins_V2_J50_T30_R60_B10_W1_S119_N9.txt,2,50,38,1,1123,1123,0.00,0.03
Ins_V2_J200_T30_R60_B10_W2_S290_N0.txt,2,200,37,2,5302,5302,0.00,0.98
Ins_V5_J150_T10_R60_B10_W1_S39_N9.txt,5,150,11,1,539,539,0.00,0.42
Ins_V5_J100_T30_R60_B10_W2_S230_N0.txt,5,100,39,2,1064,1064,0.00,0.23
Ins_V10_J200_T30_R60_B10_W2_S351_N1.txt,10,200,36,2,973,973,0.00,11.44
Ins_V2_J200_T30_R60_B10_W4_S291_N1.txt,2,200,35,4,6538,6538,0.00,240.18
Ins_V5_J150_T20_R60_B10_W2_S40_N0.txt,5,150,23,2,1123,1123,0.00,0.40
Ins_V2_J150_T30_R60_B10_W2_S27_N7.txt,2,150,38,2,4083,4083,0.00,0.62
Ins_V5_J50_T30_R60_B10_W1_S146_N6.txt,5,50,42,1,446,447,0.22,0.04
Ins_V10_J100_T30_R60_B10_W4_S264_N4.txt,10,100,38,4,603,603,0.00,13.45
Ins_V10_J200_T10_R60_B10_W2_S335_N5.txt,10,200,11,2,494,494,0.00,1.54
Ins_V10_J150_T10_R60_B10_W2_S66_N6.txt,10,150,12,2,371,371,0.00,0.75
Ins_V2_J50_T30_R60_B10_W2_S117_N7.txt,2,50,38,2,1267,1267,0.00,0.04
Ins_V5_J100_T30_R60_B10_W4_S232_N2.txt,5,100,35,4,1228,1228,0.00,2.68
Ins_V2_J50_T30_R60_B10_W4_S111_N1.txt,2,50,35,5,1694,1694,0.00,0.17
Ins_V10_J100_T10_R60_B10_W1_S249_N9.txt,10,100,11,1,128,134,4.69,0.16
Ins_V5_J150_T30_R60_B10_W2_S54_N4.txt,5,150,35,2,1497,1497,0.00,0.45
Ins_V2_J100_T10_R60_B10_W4_S180_N0.txt,2,100,11,4,1978,1978,0.00,69.67
Ins_V10_J200_T10_R60_B10_W1_S331_N1.txt,10,200,12,1,334,334,0.00,1.09
Ins_V5_J50_T30_R60_B10_W2_S145_N5.txt,5,50,41,2,523,525,0.38,0.06
Ins_V10_J150_T10_R60_B10_W1_S63_N3.txt,10,150,11,1,221,227,2.71,0.41
Ins_V2_J50_T30_R60_B10_W4_S114_N4.txt,2,50,33,3,1382,1382,0.00,0.05
Ins_V2_J200_T30_R60_B10_W1_S298_N8.txt,2,200,36,1,4395,4395,0.00,0.67
Ins_V2_J150_T10_R60_B10_W1_S4_N4.txt,2,150,13,1,1508,1508,0.00,0.40
Ins_V10_J50_T30_R60_B10_W2_S175_N5.txt,10,50,41,2,227,241,6.17,0.04
Ins_V10_J200_T10_R60_B10_W2_S339_N9.txt,10,200,12,2,532,532,0.00,2.13
Ins_V10_J200_T30_R60_B10_W2_S350_N0.txt,10,200,38,2,1002,1002,0.00,2.49
Ins_V10_J100_T20_R60_B10_W1_S250_N0.txt,10,100,24,1,264,270,2.27,0.21
Ins_V2_J150_T20_R60_B10_W4_S12_N2.txt,2,150,23,4,3703,3703,0.00,0.58
Ins_V2_J200_T10_R60_B10_W2_S278_N8.txt,2,200,13,2,2906,2906,0.00,0.80
Ins_V5_J150_T30_R60_B10_W2_S52_N2.txt,5,150,37,2,1508,1508,0.00,0.67
Ins_V5_J150_T20_R60_B10_W4_S49_N9.txt,5,150,23,4,1467,1467,0.00,10.56
Ins_V5_J150_T20_R60_B10_W1_S46_N6.txt,5,150,25,1,945,945,0.00,0.81
Ins_V10_J200_T20_R60_B10_W1_S349_N9.txt,10,200,25,1,598,598,0.00,0.86
Ins_V10_J200_T10_R60_B10_W2_S331_N1.txt,10,200,12,2,490,490,0.00,1.53
Ins_V5_J200_T20_R60_B10_W2_S315_N5.txt,5,200,23,2,1513,1513,0.00,0.83
Ins_V5_J50_T10_R60_B10_W1_S121_N1.txt,5,50,11,1,142,143,0.70,0.05
Ins_V5_J100_T10_R60_B10_W2_S212_N2.txt,5,100,12,2,493,493,0.00,0.25
Ins_V2_J50_T30_R60_B10_W4_S119_N9.txt,2,50,38,4,1603,1603,0.00,0.09
Ins_V5_J50_T10_R60_B10_W1_S129_N9.txt,5,50,12,1,151,163,7.95,0.04
Ins_V2_J150_T30_R60_B10_W2_S22_N2.txt,2,150,37,2,3952,3952,0.00,0.98
Ins_V10_J100_T20_R60_B10_W4_S253_N3.txt,10,100,23,4,448,448,0.00,7.15
Ins_V5_J100_T20_R60_B10_W4_S223_N3.txt,5,100,28,4,1054,1054,0.00,4.13
Ins_V10_J50_T20_R60_B10_W4_S165_N5.txt,10,50,22,5,213,213,0.00,0.47
Ins_V10_J200_T10_R60_B10_W4_S339_N9.txt,10,200,12,4,742,742,0.00,240.68
Ins_V10_J50_T20_R60_B10_W2_S161_N1.txt,10,50,25,2,150,173,15.33,0.04
Ins_V10_J200_T20_R60_B10_W1_S348_N8.txt,10,200,25,1,608,608,0.00,3.64
Ins_V10_J200_T20_R60_B10_W2_S344_N4.txt,10,200,24,2,763,763,0.00,1.60
Ins_V2_J100_T30_R60_B10_W4_S204_N4.txt,2,100,36,4,3162,3162,0.00,2.90
Ins_V2_J100_T20_R60_B10_W2_S192_N2.txt,2,100,25,2,1984,1984,0.00,0.10
Ins_V5_J200_T30_R60_B10_W1_S328_N8.txt,5,200,38,1,1783,1783,0.00,2.47
Ins_V10_J200_T20_R60_B10_W4_S348_N8.txt,10,200,25,4,1052,1052,0.00,241.64
Ins_V2_J200_T10_R60_B10_W1_S276_N6.txt,2,200,11,1,1851,1851,0.00,0.69
Ins_V5_J100_T20_R60_B10_W2_S221_N1.txt,5,100,26,2,801,801,0.00,14.20
Ins_V2_J150_T30_R60_B10_W4_S23_N3.txt,2,150,40,4,4887,4887,0.00,240.18
Ins_V5_J150_T10_R60_B10_W1_S33_N3.txt,5,150,11,1,536,536,0.00,0.41
Ins_V5_J150_T20_R60_B10_W2_S42_N2.txt,5,150,24,2,1137,1137,0.00,0.40
Ins_V5_J50_T30_R60_B10_W1_S140_N0.txt,5,50,35,1,378,380,0.53,0.04
Ins_V2_J50_T10_R60_B10_W4_S96_N6.txt,2,50,11,4,974,974,0.00,0.08
Ins_V2_J200_T10_R60_B10_W4_S278_N8.txt,2,200,13,4,4076,4076,0.00,240.18
Ins_V5_J200_T10_R60_B10_W1_S304_N4.txt,5,200,12,1,769,769,0.00,0.97
Ins_V2_J200_T20_R60_B10_W1_S281_N1.txt,2,200,24,1,3159,3159,0.00,0.69
Ins_V10_J100_T10_R60_B10_W2_S240_N0.txt,10,100,13,2,240,242,0.83,1.81
Ins_V5_J150_T30_R60_B10_W2_S59_N9.txt,5,150,40,2,1656,1656,0.00,0.67
Ins_V5_J50_T30_R60_B10_W4_S143_N3.txt,5,50,38,4,592,592,0.00,0.12
Ins_V2_J150_T30_R60_B10_W4_S24_N4.txt,2,150,40,4,4983,4983,0.00,240.19
Ins_V10_J50_T30_R60_B10_W1_S178_N8.txt,10,50,43,1,216,216,0.00,0.14
Ins_V2_J200_T30_R60_B10_W2_S291_N1.txt,2,200,35,2,5128,5128,0.00,0.85
Ins_V5_J200_T20_R60_B10_W2_S316_N6.txt,5,200,25,2,1569,1569,0.00,1.15
Ins_V2_J200_T20_R60_B10_W2_S285_N5.txt,2,200,25,2,3967,3967,0.00,0.54
Ins_V2_J100_T30_R60_B10_W1_S208_N8.txt,2,100,40,1,2410,2410,0.00,0.12
Ins_V10_J50_T30_R60_B10_W1_S175_N5.txt,10,50,41,1,209,209,0.00,0.17
Ins_V5_J200_T30_R60_B10_W2_S329_N9.txt,5,200,38,2,2098,2098,0.00,0.95
Ins_V2_J200_T30_R60_B10_W1_S293_N3.txt,2,200,39,1,4705,4705,0.00,0.59
Ins_V5_J100_T10_R60_B10_W2_S218_N8.txt,5,100,11,2,491,491,0.00,0.30
Ins_V10_J150_T20_R60_B10_W1_S77_N7.txt,10,150,26,1,447,453,1.34,0.51
Ins_V10_J150_T20_R60_B10_W4_S73_N3.txt,10,150,25,3,678,678,0.00,45.28
Ins_V2_J200_T10_R60_B10_W2_S274_N4.txt,2,200,12,2,2752,2752,0.00,0.71
Ins_V10_J200_T10_R60_B10_W4_S338_N8.txt,10,200,12,4,760,760,0.00,240.77
Ins_V5_J150_T30_R60_B10_W2_S55_N5.txt,5,150,39,2,1605,1605,0.00,0.44
Ins_V10_J50_T10_R60_B10_W1_S156_N6.txt,10,50,11,1,60,60,0.00,0.05
Ins_V2_J150_T20_R60_B10_W2_S18_N8.txt,2,150,26,2,3060,3060,0.00,0.38
Ins_V5_J100_T10_R60_B10_W1_S214_N4.txt,5,100,13,1,353,353,0.00,0.14
Ins_V10_J200_T20_R60_B10_W1_S346_N6.txt,10,200,25,1,626,626,0.00,3.34
Ins_V10_J50_T10_R60_B10_W2_S156_N6.txt,10,50,11,2,78,99,26.92,0.05
Ins_V10_J150_T20_R60_B10_W2_S75_N5.txt,10,150,25,2,537,537,0.00,1.17
Ins_V5_J150_T20_R60_B10_W4_S43_N3.txt,5,150,23,4,1476,1476,0.00,8.08
Ins_V10_J100_T30_R60_B10_W4_S269_N9.txt,10,100,40,4,627,627,0.00,120.68
Ins_V10_J200_T20_R60_B10_W4_S347_N7.txt,10,200,26,4,1003,1003,0.00,34.85
Ins_V2_J100_T30_R60_B10_W4_S200_N0.txt,2,100,42,4,3635,3635,0.00,5.40
Ins_V5_J150_T30_R60_B10_W2_S51_N1.txt,5,150,38,2,1597,1597,0.00,0.68
Ins_V5_J50_T20_R60_B10_W2_S137_N7.txt,5,50,27,2,356,363,1.97,0.04
Ins_V10_J150_T20_R60_B10_W1_S72_N2.txt,10,150,26,1,451,451,0.00,0.46
Ins_V2_J200_T30_R60_B10_W4_S297_N7.txt,2,200,37,4,6317,6317,0.00,2.99
Ins_V5_J50_T10_R60_B10_W1_S120_N0.txt,5,50,11,1,142,142,0.00,0.04
Ins_V10_J100_T30_R60_B10_W2_S268_N8.txt,10,100,34,2,444,447,0.68,1.26
Ins_V2_J200_T30_R60_B10_W4_S294_N4.txt,2,200,36,4,6291,6291,0.00,240.20
Ins_V2_J150_T20_R60_B10_W1_S16_N6.txt,2,150,23,1,2330,2330,0.00,0.35
Ins_V10_J200_T30_R60_B10_W2_S356_N6.txt,10,200,39,2,1049,1049,0.00,9.09
Ins_V10_J100_T10_R60_B10_W2_S248_N8.txt,10,100,14,2,249,251,0.80,1.64
Ins_V5_J200_T20_R60_B10_W4_S312_N2.txt,5,200,26,4,2156,2156,0.00,240.30
Ins_V5_J200_T20_R60_B10_W1_S314_N4.txt,5,200,24,1,1253,1253,0.00,0.67
Ins_V5_J100_T20_R60_B10_W1_S227_N7.txt,5,100,22,1,565,566,0.18,0.18
Ins_V5_J200_T30_R60_B10_W1_S321_N1.txt,5,200,38,1,1768,1768,0.00,0.98
Ins_V10_J100_T10_R60_B10_W2_S241_N1.txt,10,100,13,2,233,233,0.00,1.47
Ins_V2_J100_T20_R60_B10_W2_S193_N3.txt,2,100,26,2,2093,2093,0.00,0.11
Ins_V5_J200_T20_R60_B10_W2_S310_N0.txt,5,200,25,2,1572,1572,0.00,1.06
Ins_V10_J200_T10_R60_B10_W1_S332_N2.txt,10,200,12,1,355,355,0.00,2.23
Ins_V2_J50_T20_R60_B10_W4_S108_N8.txt,2,50,25,4,1336,1336,0.00,0.79
Ins_V10_J100_T20_R60_B10_W4_S254_N4.txt,10,100,22,4,455,455,0.00,3.91
Ins_V5_J50_T10_R60_B10_W1_S124_N4.txt,5,50,12,1,148,172,16.22,0.04
Ins_V2_J150_T20_R60_B10_W2_S12_N2.txt,2,150,23,2,2833,2833,0.00,0.47
Ins_V2_J100_T10_R60_B10_W4_S187_N7.txt,2,100,11,4,2094,2094,0.00,240.75
Ins_V2_J200_T10_R60_B10_W1_S279_N9.txt,2,200,12,1,1911,1911,0.00,0.57
Ins_V2_J150_T30_R60_B10_W2_S23_N3.txt,2,150,40,2,4077,4077,0.00,0.38
Ins_V10_J50_T10_R60_B10_W2_S154_N4.txt,10,50,11,2,77,107,38.96,0.04
Ins_V5_J150_T30_R60_B10_W2_S57_N7.txt,5,150,40,2,1635,1635,0.00,0.44
Ins_V5_J100_T20_R60_B10_W4_S229_N9.txt,5,100,26,4,1063,1063,0.00,240.62
Ins_V2_J200_T30_R60_B10_W4_S298_N8.txt,2,200,36,4,6375,6375,0.00,240.15
Ins_V5_J200_T30_R60_B10_W2_S328_N8.txt,5,200,38,2,2083,2083,0.00,2.93
Ins_V10_J100_T20_R60_B10_W2_S254_N4.txt,10,100,22,2,323,326,0.93,0.51
